Temperature,Cp,H,S,G,Source,Uncertainty
200.00000000000003,36.08476776212,6.657113069478667,241.81315580516906,-41.70551809155515,theoretical,0.16999999999999998
203.44766770921817,36.15366380154369,6.781640066623635,242.43048340503003,-42.54027636374804,theoretical,0.16999999999999998
206.95476748160223,36.22395029280474,6.908557763805569,243.04900037647718,-43.39159159574412,theoretical,0.16999999999999998
210.52232382717756,36.29565825706767,7.037916595714961,243.6687307483431,-44.25979084544507,theoretical,0.16999999999999998
214.1513789168204,36.368819495478434,7.169768225895665,244.2896990862916,-45.14520768860879,theoretical,0.16999999999999998
217.84299288670067,36.44346661113743,7.304165582464828,244.91193050633527,-46.0481823526949,theoretical,0.16999999999999998
221.59824414797524,36.51963303174802,7.441162895061296,245.53545068873518,-46.96906185364417,theoretical,0.16999999999999998
225.4182297018173,36.59735303296216,7.5808157330705335,246.16028589229256,-47.90820013566328,theoretical,0.16999999999999998
229.30406545987765,36.676661762446024,7.723181045176297,246.78646296904614,-48.86595821408953,theoretical,0.16999999999999998
233.25688657026996,36.75759526468912,7.868317200291382,247.41400937938724,-49.84270432141206,theoretical,0.16999999999999998
237.27784774917558,36.84019050658095,8.016284029922062,248.0429532076052,-50.838814056527966,theoretical,0.16999999999999998
241.36812361816362,36.92448540378039,8.167142872023092,248.67332317787648,-51.854670537314156,theoretical,0.16999999999999998
245.5289090473282,37.010518847903775,8.320956616402897,249.305148670712,-52.890664556598985,theoretical,0.16999999999999998
249.76141950433833,37.09833073455824,8.477789751740685,249.93845973987592,-53.94719474161864,theoretical,0.16999999999999998
254.0668914095063,37.18796199224813,8.637708414280384,250.5732871297908,-55.02466771704722,theoretical,0.16999999999999998
258.4465824969762,37.279454612183144,8.800780438268864,251.209662293445,-56.123498271691496,theoretical,0.16999999999999998
262.90177218213927,37.37285167901759,8.96707540820893,251.8476174108172,-57.24410952894431,theoretical,0.16999999999999998
267.43376193538245,37.46819740255151,9.136664713000632,252.48718540783423,-58.38693312109287,theoretical,0.16999999999999998
272.04387566227916,37.56553715042509,9.30962160204775,253.12839997587957,-59.552409367582094,theoretical,0.16999999999999998
276.7334600903361,37.66491748183926,9.486021243409606,253.77129559186923,-60.74098745733582,theoretical,0.16999999999999998
281.5038851624044,37.76638618233602,9.665940784081966,254.4159075389129,-61.953125635241065,theoretical,0.16999999999999998
286.3565444368738,37.86999229967347,9.84945941249441,255.06227192757862,-63.18929139290525,theoretical,0.16999999999999998
291.29285549476526,37.97578618083174,10.03665842331558,255.71042571778096,-64.44996166379889,theoretical,0.16999999999999998
296.3142603538418,38.083819510187,10.22762128466161,256.36040674131084,-65.73562302289994,theoretical,0.16999999999999998
301.4222258898558,38.19414534889217,10.422433707807386,257.0122537250282,-67.04677189095898,theoretical,0.16999999999999998
306.6182442650613,38.30681817550424,10.621183719504812,257.66600631473887,-68.38391474351062,theoretical,0.16999999999999998
311.90383336411037,38.42189392789941,10.823961737016635,258.3217050997762,-69.74756832475683,theoretical,0.16999999999999998
317.28053723746433,38.53943004651864,11.030860645979631,258.9793916383104,-71.13825986645517,theoretical,0.16999999999999998
322.74992655244927,38.659485518987694,11.241975881215815,259.6391084834092,-72.55652731194792,theoretical,0.16999999999999998
328.3135990520866,38.78212092615742,11.457405510615718,260.3008992098727,-74.00291954547204,theoretical,0.16999999999999998
333.973180021832,38.90739848961097,11.677250322223463,260.96480844186755,-75.47799662689526,theoretical,0.16999999999999998
339.73032276436277,39.03538212068723,11.901613914659222,261.6308818813865,-76.98233003202907,theoretical,0.16999999999999998
345.58670908254754,39.166137471070286,12.130602791020705,262.2991663375587,-78.51650289867193,theoretical,0.16999999999999998
351.5440497707418,39.299731984997386,12.364326456411757,262.9697097568384,-80.08111027854378,theoretical,0.16999999999999998
357.6040851145536,39.436234953139085,12.602897519253144,263.64256125410077,-81.67675939527722,theoretical,0.16999999999999998
363.7685853992233,39.575717568207246,12.846431796537253,264.3177711446719,-83.30406990863568,theoretical,0.16999999999999998
370.039351426768,39.718252982348545,13.09504842319623,264.9953909773264,-84.96367418513644,theoretical,0.16999999999999998
376.4182150420384,39.86391636638293,13.348869965760507,265.67547356827964,-86.65621757525957,theoretical,0.16999999999999998
382.90703966784827,40.01278497094871,13.608022540493195,266.35807303621016,-88.38235869743455,theoretical,0.16999999999999998
389.50772084932396,40.16493818961773,13.872635936193793,267.0432448383429,-90.14276972899715,theoretical,0.16999999999999998
396.2221868076408,40.32045762404669,14.142843741874152,267.73104580762924,-91.93813670432135,theoretical,0.16999999999999998
403.05239900330326,40.47942715123246,14.418783479518545,268.42153419105756,-93.76915982033441,theoretical,0.16999999999999998
410.0003527091367,40.64193299294199,14.700596742149832,269.11476968913263,-95.63655374963263,theoretical,0.16999999999999998
417.06807759315336,40.8080637873893,14.988429337433672,269.8108134965603,-97.54104796142155,theoretical,0.16999999999999998
424.25763831147134,40.977910663235214,15.282431437063892,270.5097283441771,-99.48338705051438,theoretical,0.16999999999999998
431.57113511144934,41.15156731598728,15.58275773218286,271.21157854216494,-101.46433107462725,theoretical,0.16999999999999998
439.01070444522117,41.32913008688063,15.889567595103259,271.9164300245929,-103.48465590022298,theoretical,0.16999999999999998
446.5785195938056,41.510698044322844,16.203025247609325,272.62435039532835,-105.54515355715932,theoretical,0.16999999999999998
454.2767913019756,41.69637306798907,16.523299936129263,273.33540897536375,-107.6466326024122,theoretical,0.16999999999999998
462.1077684240713,41.88625993565633,16.850566114083747,274.04967685160307,-109.78991849314842,theoretical,0.16999999999999998
470.07373858094394,42.08046641286888,17.185003631729877,274.76722692715634,-111.97585396943711,theoretical,0.16999999999999998
478.17702882822874,42.27910334553033,17.526797933835212,275.48813397319253,-114.20529944689903,theoretical,0.16999999999999998
486.4200063361335,42.48228475552043,17.876140265531646,276.2124746823996,-116.4791334196003,theoretical,0.16999999999999998
494.80507908094734,42.69012793943867,18.23322788671593,276.9403277241062,-118.79825287351392,theoretical,0.16999999999999998
503.3346965484699,42.90275357057999,18.598264295380826,277.671773801118,-121.16357371088026,theoretical,0.16999999999999998
512.0113504495667,43.12028580425135,18.971459460278727,278.40689570832535,-123.57603118581262,theoretical,0.16999999999999998
520.8375754480575,43.342852386542035,19.35303006333896,279.1457783931402,-126.03658035150494,theoretical,0.16999999999999998
529.815949901156,43.57058476666393,19.74319975228003,279.88850901782337,-128.54619651941636,theoretical,0.16999999999999998
538.9490966126708,43.803618212982535,20.14219940387839,280.6351770237619,-131.10587573081506,theoretical,0.16999999999999998
548.2396835991898,44.0420919328631,20.550267398378054,281.38587419776235,-133.7166352410846,theoretical,0.16999999999999998
557.6904248694742,44.28614919646084,20.967649905547976,282.14069474042697,-136.37951401720937,theoretical,0.16999999999999998
567.304081217288,44.535937464588606,21.3946011829185,282.8997353366786,-139.09557324886987,theoretical,0.16999999999999998
577.0834610278905,44.79160852079976,21.831383886753155,283.6630952285082,-141.86589687359844,theoretical,0.16999999999999998
587.031421098439,45.05331860782897,22.27826939633967,284.4308762900164,-144.69159211646294,theoretical,0.16999999999999998
597.1508674725266,45.32122856853833,22.73553815221063,285.2031831048248,-147.57379004476132,theoretical,0.16999999999999998
607.4447562891097,45.59550399152132,23.203480008934825,285.9801230459372,-150.51364613823412,theoretical,0.16999999999999998
617.9160946460689,45.87631536152245,23.682394603150172,286.76180635812864,-153.51234087531697,theoretical,0.16999999999999998
628.567941478656,46.16383821483581,24.17259173754212,287.5483462429491,-156.57108033598024,theoretical,0.16999999999999998
