Temperature,Cp,H,S,G,Source,Uncertainty
200.00000000000003,39.410552809319995,7.189238677030668,273.07273721026183,-47.425308765021704,theoretical,0.18
203.44766770921817,39.50811435303128,7.325281290457418,273.74715154906994,-48.36793823424274,theoretical,0.18
206.95476748160223,39.6075604942474,7.464014513305806,274.4232494051318,-49.32918525887899,theoretical,0.18
210.52232382717756,39.70893077238323,7.60549747624835,275.10106332553016,-50.30941766236978,theoretical,0.18
214.1513789168204,39.81226565367548,7.749790811329234,275.78062654101967,-51.3090106409748,theoretical,0.18
217.84299288670067,39.91760655568714,7.8969566966457725,276.46197298207557,-52.32834691713175,theoretical,0.18
221.59824414797524,40.0249958725308,8.047058902561083,277.1451372953681,-53.36781689624201,theoretical,0.18
225.4182297018173,40.134477000833655,8.200162839506413,277.83015486067376,-54.42781882696841,theoretical,0.18
229.30406545987765,40.2460943664676,8.356335607434046,278.517061808237,-55.50875896513472,theoretical,0.18
233.25688657026996,40.35989345206869,8.515646046984282,279.2058950365957,-56.61105174131762,theoretical,0.18
237.27784774917558,40.47592082537096,8.678164792432522,279.8966922308836,-57.73511993222493,theoretical,0.18
241.36812361816362,40.594224168380414,8.843964326485265,280.5894918816245,-58.8813948359564,theoretical,0.18
245.5289090473282,40.71485230741611,9.013119036996919,281.28433330403186,-60.05031645124706,theoretical,0.18
249.76141950433833,40.83785524404567,9.185705275681855,281.9812566578305,-61.242333660795055,theoretical,0.18
254.0668914095063,40.96328418694393,9.361801418899804,282.68030296761333,-62.45790441877915,theoretical,0.18
258.4465824969762,41.091191584704106,9.541487930595668,283.3815141437522,-63.697495942675616,theoretical,0.18
262.90177218213927,41.22163115963194,9.724847427478247,284.0849330038774,-64.96158490948541,theoretical,0.18
267.43376193538245,41.35465794255436,9.91196474652611,284.7906032949425,-66.25065765648749,theoretical,0.18
272.04387566227916,41.490328308674954,10.102927014912405,285.4985697158944,-67.5652103866369,theoretical,0.18
276.7334600903361,41.62870001451015,10.297823722444521,286.2088779409647,-68.90574937873131,theoretical,0.18
281.5038851624044,41.769832235940605,10.496746796618316,286.92157464360156,-70.27279120247034,theoretical,0.18
286.3565444368738,41.913785607413516,10.699790680391112,287.6367075210623,-71.66686293854002,theoretical,0.18
291.29285549476526,42.06062226233344,10.907052412782084,288.3543253196859,-73.08850240385573,theoretical,0.18
296.3142603538418,42.21040587467934,11.118631712413238,289.074477860866,-74.53825838210228,theoretical,0.18
301.4222258898558,42.363201701887725,11.334631064109027,289.79721606774615,-76.0166908597145,theoretical,0.18
306.6182442650613,42.519076629042885,11.555155808678018,290.52259199265944,-77.52437126744599,theoretical,0.18
311.90383336411037,42.678099214416214,11.780314236004903,291.2506588453345,-79.06188272767768,theoretical,0.18
317.28053723746433,42.840339736398484,12.010217681587065,291.9814710218913,-80.62982030762373,theoretical,0.18
322.74992655244927,43.00587024187028,12.244980626655595,292.7150841346525,-82.22879127859753,theoretical,0.18
328.3135990520866,43.17476459605703,12.484720802026732,293.45155504279256,-83.859415381504,theoretical,0.18
333.973180021832,43.34709853391707,12.729559295836061,294.1909418838534,-85.52232509873241,theoretical,0.18
339.73032276436277,43.522949713112595,12.979620665314542,294.9333041061512,-87.21816593262817,theoretical,0.18
345.58670908254754,43.702397768614766,13.235033052772257,295.67870250210206,-88.94759669072681,theoretical,0.18
351.5440497707418,43.88552436899655,13.49592830596312,296.4271992424961,-90.71128977794254,theoretical,0.18
357.6040851145536,44.07241327446813,13.762442103011447,297.17885791174785,-92.50993149590705,theoretical,0.18
363.7685853992233,44.26315039671183,14.034714082089204,297.93374354415414,-94.34422234966272,theoretical,0.18
370.039351426768,44.45782386057537,14.312887976041038,298.6919226611904,-96.2148773619202,theoretical,0.18
376.4182150420384,44.656524067684245,14.597111752162924,299.45346330987775,-98.1226263950978,theoretical,0.18
382.90703966784827,44.859343762036076,14.887537757349655,300.21843510225386,-100.06821448136841,theoretical,0.18
389.50772084932396,45.06637809764181,15.184322868835395,300.9869092559829,-102.05240216094478,theoretical,0.18
396.2221868076408,45.27772470828103,15.48762865076202,301.758958636139,-104.07596582884543,theoretical,0.18
403.05239900330326,45.493483779440645,15.797621516820223,302.5346577982007,-106.13969809038798,theoretical,0.18
410.0003527091367,45.713758122508914,16.114472899219276,303.3140830322942,-108.24440812566971,theoretical,0.18
417.06807759315336,45.938653251298696,16.438359424252805,304.09731240872384,-110.39092206329822,theoretical,0.18
424.25763831147134,46.1682774609769,16.769463094740143,304.8844258248325,-112.58008336365226,theoretical,0.18
431.57113511144934,46.40274190947925,17.107971479634926,305.6755050532302,-114.81275321195321,theoretical,0.18
439.01070444522117,46.642160701492266,17.45407791110626,306.47063379143736,-117.08981092144606,theoretical,0.18
446.5785195938056,46.88665097508731,17.807981689411164,307.26989771298526,-119.41215434699386,theoretical,0.18
454.2767913019756,47.13633299109434,18.169888295891592,308.0733845200211,-121.78070030940331,theoretical,0.18
462.1077684240713,47.391330225305666,18.540009614444436,308.881183997464,-124.19638503080861,theoretical,0.18
470.07373858094394,47.65176946360364,18.918564161828506,309.6933880687622,-126.66016458145364,theoretical,0.18
478.17702882822874,47.917780900108944,19.305777327189485,310.51009085330185,-129.17301533822575,theoretical,0.18
486.4200063361335,48.18949823844954,19.701881621200574,311.331388725519,-131.73593445530358,theoretical,0.18
494.80507908094734,48.467058796253745,20.107116935235208,312.15738037577114,-134.34994034729957,theoretical,0.18
503.3346965484699,48.75060361297461,20.521730811007117,312.988166873022,-137.01607318528727,theoretical,0.18
512.0113504495667,49.040277561155975,20.945978721132704,313.8238517293989,-139.73539540612143,theoretical,0.18
520.8375754480575,49.33622946125465,21.38012436109187,314.66454096668133,-142.5089922354704,theoretical,0.18
529.815949901156,49.638612200137246,21.824439953085324,315.5103431847848,-145.33797222500118,theoretical,0.18
538.9490966126708,49.94758285337346,22.27920656230892,316.3613696323004,-148.2234678041666,theoretical,0.18
548.2396835991898,50.26330281145271,22.744714426189915,317.21773427915923,-151.1666358470682,theoretical,0.18
557.6904248694742,50.58593791005462,23.22126329715537,318.07955389148754,-154.16865825488114,theoretical,0.18
567.304081217288,50.91565856450858,23.709162799528823,318.946948108725,-157.2307425543494,theoretical,0.18
577.0834610278905,51.25263990858221,24.208732801179075,319.8200395230767,-160.35412251287474,theoretical,0.18
587.031421098439,51.597061937743355,24.720303800574637,320.6989537613763,-163.54005877074866,theoretical,0.18
597.1508674725266,51.94910965704492,25.244217329926528,321.58381956943646,-166.7898394910909,theoretical,0.18
607.4447562891097,52.308973233787235,25.780826375134744,322.47476889896774,-170.10478102808568,theoretical,0.18
617.9160946460689,52.67684815511773,26.330495813287165,323.37193699714817,-173.48622861412528,theoretical,0.18
