Temperature,Cp,H,S,G,Source,Uncertainty
200.00000000000003,33.091561219640006,6.1887316753313355,252.29217674243628,-44.269703673155924,theoretical,0.16
203.44766770921817,33.14335678562465,6.3029095557693955,252.8582001187744,-45.14050151954601,theoretical,0.16
206.95476748160223,33.19645081828149,6.419239598291103,253.4251198012823,-46.02829714418047,theoretical,0.16
210.52232382717756,33.250879805188674,6.537766770455301,253.99295829287436,-46.933421045100005,theoretical,0.16
214.1513789168204,33.30668135336569,6.65853716603093,254.56173872960565,-47.856210202377476,theoretical,0.16
217.84299288670067,33.36389422562572,6.781598040692831,255.131484900114,-48.79700820957608,theoretical,0.16
221.59824414797524,33.42255837814772,6.906997849113505,255.7022212656935,-49.75616540810124,theoretical,0.16
225.4182297018173,33.48271499930983,7.034786283513189,256.2739729810209,-50.734039024519895,theoretical,0.16
229.30406545987765,33.54440654982732,7.16501431373382,256.8467659155567,-51.730993310924866,theoretical,0.16
233.25688657026996,33.607676804239524,7.297734228905547,257.42062667564375,-52.747399688422895,theoretical,0.16
237.27784774917558,33.67257089379185,7.43299968077768,257.99558262732717,-53.78363689382911,theoretical,0.16
241.36812361816362,33.73913535076071,7.570865728789572,258.5716619199186,-54.840091129651356,theoretical,0.16
245.5289090473282,33.80741815427056,7.7113888869605685,259.1488935103316,-55.91715621745338,theoretical,0.16
249.76141950433833,33.87746877765416,7.85462717268184,259.727307188213,-57.015233754685575,theoretical,0.16
254.0668914095063,33.949338237408845,8.00064015749719,260.30693360189656,-58.13473327507742,theoretical,0.16
258.4465824969762,34.02307914380341,8.149489019963955,260.8878042852084,-59.27607241268814,theoretical,0.16
262.90177218213927,34.09874575319215,8.30123660068968,261.46995168515144,-60.439677069714975,theoretical,0.16
267.43376193538245,34.17639402209447,8.455947459644877,262.0534091904989,-61.625981588162375,theoretical,0.16
272.04387566227916,34.256081663100595,8.613687935857023,262.63821116132743,-62.835428925478546,theoretical,0.16
276.7334600903361,34.337868202665845,8.774526209596335,263.22439295952256,-64.06847083427066,theoretical,0.16
281.5038851624044,34.42181504085831,8.938532367168868,263.81199098028765,-65.32556804621129,theoretical,0.16
286.3565444368738,34.50798551312682,9.10577846843857,264.4010426846916,-66.60719046025608,theoretical,0.16
291.29285549476526,34.59644495415838,9.276338617205672,264.9915866332902,-67.9138173352939,theoretical,0.16
296.3142603538418,34.687260763896994,9.450289034575146,265.5836625208568,-69.24593748735687,theoretical,0.16
301.4222258898558,34.78050247579766,9.627708135455409,266.17731121226075,-70.6040494915211,theoretical,0.16
306.6182442650613,34.876241827392555,9.80867660833475,266.7725747795318,-71.98866188863508,theoretical,0.16
311.90383336411037,34.974552833248445,9.993277498489668,267.36949654015075,-73.40029339701559,theoretical,0.16
317.28053723746433,35.07551186039771,10.181596294787473,267.9681210966089,-74.8394731292585,theoretical,0.16
322.74992655244927,35.179197706327635,10.373721020253244,268.5684943772772,-76.30674081431486,theoretical,0.16
328.3135990520866,35.28569167961599,10.569742326579744,269.17066367863197,-77.80264702499068,theoretical,0.16
333.973180021832,35.39507768330362,10.769753592767753,269.774677708881,-79.32775341103205,theoretical,0.16
339.73032276436277,35.50744230109835,10.973851028093705,270.38058663304,-80.88263293796673,theoretical,0.16
345.58670908254754,35.62287488650712,11.182133779611052,270.9884421195059,-82.46787013187542,theoretical,0.16
351.5440497707418,35.74146765499729,11.394704044402356,271.59829738818036,-84.08406133027685,theoretical,0.16
357.6040851145536,35.863315779291035,11.611667186809715,272.21020726019407,-85.731814939315,theoretical,0.16
363.7685853992233,35.98851748790074,11.833131860882604,272.8242282092887,-87.41175169744523,theoretical,0.16
370.039351426768,36.1171741670166,12.059210138294137,273.4404184149098,-89.12450494582316,theoretical,0.16
